Day, Count
1, 1
2, 0
3, 1
4, 7
5, 3
6, 4
7, 2
8, 2
9, 3
10, 0
11, 0
12, 0
13, 0
14, 1
15, 1
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 1
26, 0
27, 0
28, 0
29, 1
30, 0
