Day, Count
1, 0
2, 0
3, 2
4, 4
5, 2
6, 5
7, 5
8, 5
9, 10
10, 9
11, 7
12, 1
13, 3
14, 1
15, 1
16, 1
17, 0
18, 1
19, 0
20, 1
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
