Day, Count
1, 1
2, 0
3, 2
4, 3
5, 5
6, 5
7, 4
8, 2
9, 6
10, 0
11, 2
12, 2
13, 1
14, 4
15, 0
16, 1
17, 0
18, 0
19, 1
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
