Day, Count
1, 2
2, 3
3, 2
4, 1
5, 3
6, 4
7, 5
8, 4
9, 8
10, 3
11, 3
12, 2
13, 1
14, 1
15, 3
16, 1
17, 0
18, 2
19, 1
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
