Day, Count
1, 1
2, 2
3, 7
4, 6
5, 5
6, 10
7, 10
8, 5
9, 4
10, 5
11, 3
12, 2
13, 2
14, 1
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 1
26, 1
27, 0
28, 1
29, 1
30, 0
