Day, Count
1, 2
2, 5
3, 2
4, 6
5, 5
6, 9
7, 7
8, 8
9, 2
10, 5
11, 2
12, 3
13, 4
14, 2
15, 2
16, 6
17, 3
18, 1
19, 1
20, 0
21, 0
22, 0
23, 2
24, 0
25, 1
26, 0
27, 0
28, 0
29, 0
30, 0
