Day, Count
1, 6
2, 11
3, 8
4, 9
5, 9
6, 7
7, 3
8, 3
9, 3
10, 0
11, 0
12, 1
13, 1
14, 0
15, 0
16, 0
17, 1
18, 1
19, 0
20, 0
21, 1
22, 0
23, 1
24, 0
25, 0
26, 1
27, 1
28, 0
29, 1
30, 0
