Day, Count
1, 1
2, 1
3, 1
4, 0
5, 3
6, 4
7, 4
8, 3
9, 6
10, 6
11, 5
12, 5
13, 4
14, 3
15, 3
16, 2
17, 3
18, 0
19, 1
20, 1
21, 1
22, 0
23, 0
24, 0
25, 1
26, 0
27, 1
28, 0
29, 0
30, 1
