Day, Count
1, 3
2, 0
3, 2
4, 5
5, 6
6, 7
7, 13
8, 5
9, 5
10, 3
11, 1
12, 0
13, 2
14, 1
15, 1
16, 2
17, 3
18, 1
19, 2
20, 1
21, 1
22, 0
23, 2
24, 1
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
