Day, Count
1, 2
2, 2
3, 5
4, 3
5, 5
6, 5
7, 3
8, 7
9, 12
10, 8
11, 1
12, 4
13, 3
14, 3
15, 2
16, 0
17, 1
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 1
28, 1
29, 0
30, 0
