Day, Count
1, 2
2, 2
3, 0
4, 0
5, 1
6, 2
7, 6
8, 3
9, 1
10, 3
11, 2
12, 2
13, 0
14, 0
15, 0
16, 0
17, 0
18, 1
19, 1
20, 2
21, 3
22, 6
23, 7
24, 5
25, 3
26, 0
27, 0
28, 1
29, 0
30, 0
