Day, Count
1, 7
2, 11
3, 7
4, 8
5, 16
6, 7
7, 3
8, 5
9, 3
10, 4
11, 4
12, 3
13, 2
14, 1
15, 0
16, 2
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
