Day, Count
1, 2
2, 3
3, 4
4, 4
5, 3
6, 5
7, 4
8, 2
9, 2
10, 2
11, 2
12, 1
13, 1
14, 1
15, 1
16, 0
17, 0
18, 1
19, 0
20, 0
21, 1
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
