Day, Count
1, 2
2, 3
3, 4
4, 8
5, 6
6, 11
7, 7
8, 4
9, 9
10, 1
11, 0
12, 4
13, 2
14, 0
15, 1
16, 0
17, 3
18, 0
19, 0
20, 1
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
