Day, Count
1, 3
2, 5
3, 10
4, 12
5, 9
6, 6
7, 7
8, 12
9, 7
10, 1
11, 1
12, 2
13, 0
14, 0
15, 1
16, 0
17, 0
18, 0
19, 1
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
