Day, Count
1, 1
2, 1
3, 1
4, 4
5, 3
6, 5
7, 3
8, 4
9, 3
10, 0
11, 2
12, 1
13, 3
14, 0
15, 1
16, 1
17, 0
18, 1
19, 1
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 1
27, 0
28, 0
29, 0
30, 0
