Day, Count
1, 1
2, 3
3, 3
4, 7
5, 9
6, 8
7, 6
8, 11
9, 6
10, 5
11, 4
12, 2
13, 3
14, 3
15, 1
16, 0
17, 1
18, 1
19, 0
20, 2
21, 1
22, 1
23, 0
24, 1
25, 1
26, 0
27, 0
28, 0
29, 0
30, 0
