Day, Count
1, 9
2, 4
3, 7
4, 7
5, 11
6, 8
7, 5
8, 6
9, 5
10, 4
11, 4
12, 5
13, 3
14, 1
15, 1
16, 0
17, 1
18, 0
19, 0
20, 0
21, 1
22, 0
23, 0
24, 0
25, 0
26, 1
27, 1
28, 1
29, 4
30, 5
