Day, Count
1, 0
2, 0
3, 0
4, 0
5, 1
6, 2
7, 2
8, 0
9, 1
10, 1
11, 5
12, 1
13, 0
14, 0
15, 0
16, 1
17, 1
18, 0
19, 1
20, 0
21, 1
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
