Day, Count
1, 1
2, 1
3, 1
4, 4
5, 1
6, 8
7, 10
8, 11
9, 9
10, 5
11, 1
12, 6
13, 1
14, 1
15, 5
16, 2
17, 7
18, 5
19, 8
20, 3
21, 2
22, 0
23, 1
24, 1
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
