Day, Count
1, 2
2, 2
3, 3
4, 2
5, 5
6, 5
7, 1
8, 1
9, 3
10, 1
11, 2
12, 5
13, 7
14, 1
15, 1
16, 1
17, 2
18, 0
19, 1
20, 1
21, 0
22, 0
23, 1
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
