Day, Count
1, 6
2, 6
3, 9
4, 10
5, 10
6, 7
7, 3
8, 2
9, 4
10, 5
11, 4
12, 3
13, 2
14, 2
15, 1
16, 2
17, 2
18, 1
19, 2
20, 1
21, 0
22, 0
23, 1
24, 0
25, 1
26, 0
27, 1
28, 1
29, 2
30, 0
