Day, Count
1, 2
2, 3
3, 4
4, 2
5, 3
6, 2
7, 3
8, 4
9, 3
10, 2
11, 1
12, 2
13, 1
14, 0
15, 1
16, 0
17, 1
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 1
29, 0
30, 0
