Day, Count
1, 2
2, 4
3, 6
4, 6
5, 4
6, 7
7, 11
8, 8
9, 10
10, 9
11, 5
12, 1
13, 2
14, 3
15, 3
16, 4
17, 3
18, 3
19, 3
20, 5
21, 4
22, 1
23, 1
24, 0
25, 1
26, 2
27, 2
28, 0
29, 0
30, 0
