Day, Count
1, 2
2, 2
3, 2
4, 1
5, 1
6, 3
7, 8
8, 3
9, 4
10, 2
11, 5
12, 4
13, 2
14, 1
15, 1
16, 2
17, 0
18, 0
19, 1
20, 1
21, 0
22, 1
23, 1
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
