Day, Count
1, 2
2, 3
3, 0
4, 4
5, 2
6, 4
7, 5
8, 4
9, 6
10, 7
11, 4
12, 3
13, 5
14, 3
15, 2
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
