Day, Count
1, 2
2, 2
3, 1
4, 1
5, 1
6, 3
7, 6
8, 4
9, 5
10, 11
11, 7
12, 11
13, 11
14, 4
15, 8
16, 5
17, 2
18, 5
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 1
26, 0
27, 0
28, 0
29, 1
30, 1
