Day, Count
1, 2
2, 5
3, 5
4, 5
5, 4
6, 7
7, 4
8, 7
9, 1
10, 2
11, 2
12, 1
13, 2
14, 0
15, 1
16, 2
17, 0
18, 0
19, 0
20, 0
21, 1
22, 2
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
