Day, Count
1, 0
2, 0
3, 0
4, 1
5, 2
6, 2
7, 3
8, 4
9, 2
10, 2
11, 0
12, 0
13, 0
14, 2
15, 0
16, 1
17, 0
18, 1
19, 0
20, 0
21, 1
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
