Day, Count
1, 4
2, 3
3, 2
4, 2
5, 4
6, 7
7, 5
8, 6
9, 3
10, 6
11, 5
12, 5
13, 2
14, 1
15, 2
16, 3
17, 0
18, 2
19, 0
20, 1
21, 0
22, 0
23, 1
24, 0
25, 0
26, 0
27, 0
28, 1
29, 0
30, 0
