Day, Count
1, 0
2, 3
3, 5
4, 7
5, 5
6, 8
7, 5
8, 5
9, 3
10, 5
11, 3
12, 1
13, 0
14, 2
15, 1
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
