Day, Count
1, 2
2, 1
3, 4
4, 3
5, 10
6, 10
7, 5
8, 4
9, 5
10, 4
11, 1
12, 2
13, 2
14, 2
15, 1
16, 0
17, 1
18, 0
19, 0
20, 0
21, 1
22, 0
23, 0
24, 0
25, 1
26, 0
27, 0
28, 0
29, 0
30, 0
