Day, Count
1, 2
2, 3
3, 7
4, 12
5, 11
6, 11
7, 7
8, 5
9, 6
10, 1
11, 5
12, 1
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 1
24, 0
25, 0
26, 1
27, 0
28, 0
29, 0
30, 0
