Day, Count
1, 3
2, 5
3, 8
4, 2
5, 8
6, 7
7, 12
8, 4
9, 6
10, 8
11, 4
12, 0
13, 2
14, 1
15, 1
16, 3
17, 0
18, 0
19, 0
20, 2
21, 0
22, 1
23, 0
24, 1
25, 1
26, 0
27, 0
28, 0
29, 0
30, 0
