Day, Count
1, 2
2, 2
3, 5
4, 6
5, 7
6, 6
7, 2
8, 2
9, 2
10, 5
11, 2
12, 1
13, 2
14, 0
15, 1
16, 2
17, 1
18, 0
19, 0
20, 0
21, 0
22, 0
23, 1
24, 0
25, 0
26, 1
27, 0
28, 0
29, 0
30, 0
