Day, Count
1, 1
2, 0
3, 2
4, 1
5, 3
6, 2
7, 4
8, 2
9, 1
10, 2
11, 1
12, 1
13, 0
14, 2
15, 0
16, 0
17, 0
18, 0
19, 0
20, 1
21, 0
22, 1
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
