Day, Count
1, 1
2, 1
3, 1
4, 2
5, 3
6, 4
7, 3
8, 4
9, 6
10, 3
11, 1
12, 3
13, 2
14, 0
15, 1
16, 0
17, 0
18, 0
19, 0
20, 1
21, 0
22, 1
23, 1
24, 1
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
