Day, Count
1, 1
2, 5
3, 6
4, 9
5, 4
6, 2
7, 3
8, 6
9, 2
10, 2
11, 1
12, 1
13, 1
14, 1
15, 3
16, 1
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 1
26, 1
27, 2
28, 4
29, 0
30, 3
