Day, Count
1, 1
2, 1
3, 0
4, 1
5, 2
6, 0
7, 1
8, 0
9, 1
10, 0
11, 1
12, 2
13, 0
14, 0
15, 0
16, 1
17, 0
18, 2
19, 1
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
