Day, Count
1, 2
2, 1
3, 2
4, 2
5, 0
6, 1
7, 2
8, 0
9, 2
10, 1
11, 0
12, 1
13, 0
14, 0
15, 1
16, 0
17, 4
18, 1
19, 1
20, 0
21, 1
22, 0
23, 0
24, 0
25, 0
26, 0
27, 1
28, 2
29, 0
30, 0
