Day, Count
1, 1
2, 2
3, 2
4, 2
5, 3
6, 4
7, 4
8, 6
9, 7
10, 5
11, 9
12, 5
13, 3
14, 2
15, 1
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 1
28, 0
29, 0
30, 1
