Day, Count
1, 0
2, 7
3, 10
4, 13
5, 9
6, 5
7, 1
8, 2
9, 0
10, 1
11, 1
12, 0
13, 1
14, 0
15, 0
16, 0
17, 0
18, 1
19, 0
20, 0
21, 0
22, 0
23, 0
24, 1
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
