Day, Count
1, 3
2, 3
3, 6
4, 11
5, 6
6, 5
7, 1
8, 1
9, 3
10, 3
11, 3
12, 1
13, 4
14, 4
15, 3
16, 4
17, 5
18, 0
19, 2
20, 2
21, 1
22, 1
23, 0
24, 0
25, 0
26, 0
27, 0
28, 1
29, 0
30, 0
