Day, Count
1, 2
2, 7
3, 7
4, 9
5, 9
6, 6
7, 6
8, 3
9, 11
10, 2
11, 2
12, 3
13, 4
14, 1
15, 1
16, 1
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 2
24, 0
25, 0
26, 0
27, 1
28, 0
29, 0
30, 1
