Day, Count
1, 5
2, 2
3, 5
4, 2
5, 1
6, 3
7, 4
8, 2
9, 1
10, 0
11, 1
12, 1
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
